experiment_id,variant_id,question,track,source,case,case_label,solver_status,termination_condition,case_outcome,best_incumbent,best_bound,gap,elapsed_seconds,lp_relaxation_objective,timeline_mode,reconf_hours,delay_windows,fixed_total_mwh,mobile_total_mwh,c_reconf_yuan_per_mwh,C_total,C_grid,C_unserved,C_reconf,C_storage,C_total_with_storage,total_unmet_load,total_grid_purchase,total_charging_energy,total_discharging_energy,total_reconfiguration_volume,average_active_mobile_capacity_utilisation,SC_1,HT,R_delay,V_reconf_norm,B_reuse,L_friction,V_mob_net,note,concentration_map,turnover_map
E7,conc0.35_res3,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2396.3342421052635,2396.3342421052635,0.0,2.25,2396.3342421052635,synthetic_hourly,24,1,0.0,2.4,0.5,2396.3342421052635,923.9822421052631,1468.7520000000004,0.0,3.5999999999999996,2396.3342421052635,122.39600000000003,871.7718947368421,15.157894736842104,14.592,3.885780586188048e-16,0.37297187385701225,0.20824914824149984,0.42857142857142855,2.533333333065185,2.3129646344980663e-17,,,,,0.35,3
E7,conc0.35_res3,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,hybrid,Case C: Hybrid,ok,optimal,optimal,2354.6424526315786,2354.6424526315786,0.0,2.827999999979511,2354.6424526315786,synthetic_hourly,24,1,1.8,1.2,0.5,2354.6424526315786,926.066452631579,1424.9759999999999,0.0,3.5999999999999996,2354.6424526315786,118.74799999999999,875.5613684210525,18.94736842105261,18.24,5.623279619726418e-14,0.4198514083040984,0.20847733787203707,0.42857142857142855,2.886904761554764,6.694380498877357e-15,,,,,0.35,3
E7,conc0.35_res2,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,no_storage,Case 0: No Storage,ok,optimal,optimal,2612.0628,2612.0627999999974,0.0,1.922000000020489,2612.0628,synthetic_hourly,24,1,0.0,0.0,0.0,2612.0628000000006,915.7428,1696.3200000000004,0.0,0.0,2612.0628000000006,141.36000000000004,856.688,0.0,0.0,0.0,0.0,0.20736136571790362,0.42857142857142855,0.0,0.0,,,,,0.35,2
E7,conc0.35_res2,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2365.512063157895,2365.512063157895,0.0,2.172000000020489,2365.512063157895,synthetic_hourly,24,1,3.6,0.0,0.0,2365.5120631578948,928.2480631578948,1433.6640000000002,0.0,3.6,2365.5120631578948,119.47200000000002,879.4248421052631,22.73684210526316,21.888000000000005,0.0,0.0,0.20851580239222278,0.2857142857142857,0.0,0.0,,,,,0.35,2
E7,conc0.35_res2,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2448.8956421052635,2448.8956421052635,0.0,2.327999999979511,2448.8956421052635,synthetic_hourly,24,1,0.0,2.4,0.5,2448.8956421052635,924.0796421052631,1521.2160000000003,0.0,3.5999999999999996,2448.8956421052635,126.76800000000003,871.8458947368421,15.157894736842104,14.592,8.881784197001252e-16,0.37033433559404283,0.20762706908042478,0.42857142857142855,2.499999999738889,5.2867763074241514e-17,,,,,0.35,2
E7,conc0.35_res2,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,hybrid,Case C: Hybrid,ok,optimal,optimal,2407.203852631579,2407.203852631579,0.0,2.73499999998603,2407.203852631579,synthetic_hourly,24,1,1.8,1.2,0.5,2407.203852631579,926.163852631579,1477.4400000000003,0.0,3.5999999999999996,2407.203852631579,123.12000000000003,875.6353684210526,18.947368421052634,18.240000000000002,5.551115123125783e-16,0.4156645879002427,0.20830052465154228,0.14285714285714285,3.035714285325751,6.608470383886828e-17,,,,,0.35,2
E7,conc0.35_res1,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,no_storage,Case 0: No Storage,ok,optimal,optimal,2612.0628,2612.0627999999965,0.0,1.75,2612.0628,synthetic_hourly,24,1,0.0,0.0,0.0,2612.0628000000006,915.7428,1696.3200000000004,0.0,0.0,2612.0628000000006,141.36000000000004,856.688,0.0,0.0,0.0,0.0,0.20736136571790362,1.0,0.0,0.0,,,,,0.35,1
E7,conc0.35_res1,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2365.512063157895,2365.512063157895,0.0,2.0,2365.512063157895,synthetic_hourly,24,1,3.6,0.0,0.0,2365.5120631578948,928.2480631578948,1433.6640000000002,0.0,3.6,2365.5120631578948,119.47200000000002,879.4248421052631,22.73684210526316,21.888000000000005,0.0,0.0,0.2084781106016805,0.42857142857142855,0.0,0.0,,,,,0.35,1
E7,conc0.35_res1,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2448.8956421052635,2448.8956421052635,0.0,2.3589999999385327,2448.8956421052635,synthetic_hourly,24,1,0.0,2.4,0.5,2448.8956421052635,924.0796421052631,1521.2160000000003,0.0,3.5999999999999996,2448.8956421052635,126.76800000000003,871.8458947368421,15.157894736842104,14.592,4.996003610813204e-16,0.38239807771298595,0.20765270225208352,1.0,2.4666666664125927,2.9738116729260854e-17,,,,,0.35,1
E7,conc0.35_res1,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,hybrid,Case C: Hybrid,ok,optimal,optimal,2407.2038526315796,2407.203852631579,0.0,2.51500000001397,2407.2038526315796,synthetic_hourly,24,1,1.8,1.2,0.5,2407.2038526315796,926.163852631579,1477.4400000000005,0.0,3.5999999999999996,2407.2038526315796,123.12000000000003,875.6353684210526,18.947368421052627,18.239999999999995,9.409140133698202e-15,0.41052849163747246,0.20793977629412658,0.7142857142857143,2.928571428211593,1.1201357300688173e-15,,,,,0.35,1
E7,conc0.50_res5,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,no_storage,Case 0: No Storage,ok,optimal,optimal,2371.0128500000005,2371.0128500000205,0.0,1.6099999999860302,2371.0128500000005,synthetic_hourly,24,1,0.0,0.0,0.0,2371.0128500000005,914.98085,1456.0320000000006,0.0,0.0,2371.0128500000005,121.33600000000004,856.084,0.0,0.0,0.0,0.0,0.21788830381207022,0.14285714285714285,0.0,0.0,,,,,0.5,5
E7,conc0.50_res5,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2130.211863157895,2130.2118631578946,0.0,2.077999999979511,2130.211863157895,synthetic_hourly,24,1,3.6,0.0,0.0,2130.211863157895,926.6958631578947,1199.9160000000004,0.0,3.6,2130.211863157895,99.99300000000004,878.2758421052631,22.73684210526316,21.888000000000005,0.0,0.0,0.21795468670324084,0.14285714285714285,0.0,0.0,,,,,0.5,5
E7,conc0.50_res5,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2207.845692105264,2207.845692105264,0.0,2.172000000020489,2207.845692105264,synthetic_hourly,24,1,0.0,2.4,0.5,2207.8456921052634,923.3176921052632,1280.9280000000006,0.0,3.5999999999999996,2207.8456921052634,106.74400000000004,871.241894736842,15.157894736842106,14.592,1.3877787807814457e-15,0.3797298805273192,0.21828024650275749,0.14285714285714285,2.999999999625,8.260587980350237e-17,,,,,0.5,5
E7,conc0.50_res5,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,hybrid,Case C: Hybrid,ok,optimal,optimal,2166.1539026315795,2166.1539026315795,0.0,2.625,2166.1539026315795,synthetic_hourly,24,1,1.8,1.2,0.5,2166.153902631579,925.4019026315789,1237.1520000000005,0.0,3.5999999999999996,2166.153902631579,103.09600000000005,875.0313684210525,18.947368421052634,18.240000000000002,2.7755575615628914e-16,0.4358416769443803,0.21825604272466795,0.14285714285714285,3.053571428182079,3.304235191943414e-17,,,,,0.5,5
E7,conc0.50_res4,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,no_storage,Case 0: No Storage,ok,optimal,optimal,2411.067400000001,2411.067400000019,0.0,1.7030000000959262,2411.067400000001,synthetic_hourly,24,1,0.0,0.0,0.0,2411.0674000000004,915.0994,1495.9680000000005,0.0,0.0,2411.0674000000004,124.66400000000004,856.1759999999999,0.0,0.0,0.0,0.0,0.2173457882467355,0.14285714285714285,0.0,0.0,,,,,0.5,4
E7,conc0.50_res4,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2169.1164631578954,2169.1164631578954,0.0,2.062000000034459,2169.1164631578954,synthetic_hourly,24,1,3.6,0.0,0.0,2169.1164631578954,926.9724631578947,1238.5440000000006,0.0,3.6,2169.1164631578954,103.21200000000003,878.4768421052631,22.73684210526316,21.888000000000005,0.0,0.0,0.21751217510521303,0.14285714285714285,0.0,0.0,,,,,0.5,4
E7,conc0.50_res4,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2247.9002421052637,2247.9002421052637,0.0,2.405999999959022,2247.9002421052637,synthetic_hourly,24,1,0.0,2.4,0.5,2247.9002421052637,923.4362421052631,1320.8640000000007,0.0,3.5999999999999996,2247.9002421052637,110.07200000000005,871.333894736842,15.157894736842104,14.592000000000002,7.494005416219807e-15,0.3816201657292522,0.21772111777786227,0.14285714285714285,2.999999999625,4.4607175093891275e-16,,,,,0.5,4
E7,conc0.50_res4,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,hybrid,Case C: Hybrid,ok,optimal,optimal,2206.2084526315793,2206.2084526315793,0.0,2.9380000000819564,2206.2084526315793,synthetic_hourly,24,1,1.8,1.2,0.5,2206.2084526315793,925.5204526315789,1277.0880000000006,0.0,3.5999999999999996,2206.2084526315793,106.42400000000004,875.1233684210525,18.94736842105262,18.239999999999995,2.2398749521812533e-14,0.4342394291373696,0.21778815217266445,0.14285714285714285,3.053571428182079,2.666517799898335e-15,,,,,0.5,4
E7,conc0.50_res3,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,no_storage,Case 0: No Storage,ok,optimal,optimal,2488.0310500000005,2488.031050000019,0.0,1.702999999979511,2488.0310500000005,synthetic_hourly,24,1,0.0,0.0,0.0,2488.0310500000005,915.45505,1572.5760000000007,0.0,0.0,2488.0310500000005,131.04800000000006,856.452,0.0,0.0,0.0,0.0,0.21623340833441806,0.2857142857142857,0.0,0.0,,,,,0.5,3
E7,conc0.50_res3,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2244.930163157895,2244.930163157895,0.0,2.312000000034459,2244.930163157895,synthetic_hourly,24,1,3.6,0.0,0.0,2244.930163157895,927.4861631578947,1313.8440000000005,0.0,3.6,2244.930163157895,109.48700000000004,878.8618421052631,22.73684210526316,21.888000000000005,0.0,0.0,0.21700019486675992,0.2857142857142857,0.0,0.0,,,,,0.5,3
E7,conc0.50_res3,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2324.863892105264,2324.863892105264,0.0,2.14000000001397,2324.863892105264,synthetic_hourly,24,1,0.0,2.4,0.5,2324.863892105264,923.7918921052632,1397.4720000000007,0.0,3.5999999999999996,2324.863892105264,116.45600000000005,871.6098947368421,15.157894736842104,14.592,8.326672684688674e-16,0.3818342841959916,0.21658411354956525,0.2857142857142857,2.999999999625,4.956352788210142e-17,,,,,0.5,3
E7,conc0.50_res3,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,hybrid,Case C: Hybrid,ok,optimal,optimal,2283.1721026315795,2283.1721026315795,0.0,2.8429999999934807,2283.1721026315795,synthetic_hourly,24,1,1.8,1.2,0.5,2283.1721026315795,925.8761026315789,1353.6960000000006,0.0,3.5999999999999996,2283.1721026315795,112.80800000000005,875.3993684210526,18.947368421052623,18.24,1.1268763699945339e-14,0.4329106402462022,0.2169837673962739,0.2857142857142857,3.053571428182079,1.341519487929026e-15,,,,,0.5,3
E7,conc0.50_res2,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,no_storage,Case 0: No Storage,ok,optimal,optimal,2528.085600000001,2528.085600000015,0.0,1.562999999965541,2528.085600000001,synthetic_hourly,24,1,0.0,0.0,0.0,2528.0856000000003,915.5735999999999,1612.5120000000006,0.0,0.0,2528.0856000000003,134.37600000000006,856.544,0.0,0.0,0.0,0.0,0.21569089276908338,0.42857142857142855,0.0,0.0,,,,,0.5,2
E7,conc0.50_res2,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2283.8347631578954,2283.834763157895,0.0,1.952999999979511,2283.8347631578954,synthetic_hourly,24,1,3.6,0.0,0.0,2283.8347631578954,927.7627631578947,1352.4720000000007,0.0,3.6,2283.8347631578954,112.70600000000005,879.0628421052631,22.73684210526316,21.888000000000005,0.0,0.0,0.21655875613928893,0.42857142857142855,0.0,0.0,,,,,0.5,2
E7,conc0.50_res2,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2364.9184421052637,2364.9184421052637,0.0,2.312999999965541,2364.9184421052637,synthetic_hourly,24,1,0.0,2.4,0.5,2364.9184421052637,923.9104421052631,1437.4080000000006,0.0,3.5999999999999996,2364.9184421052637,119.78400000000005,871.7018947368421,15.157894736842104,14.592,1.2212453270876722e-15,0.38340816600337124,0.2161090912059097,0.42857142857142855,2.999999999625,7.269317422708208e-17,,,,,0.5,2
E7,conc0.50_res2,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,hybrid,Case C: Hybrid,ok,optimal,optimal,2323.2266526315793,2323.2266526315793,0.0,2.687999999965541,2323.2266526315793,synthetic_hourly,24,1,1.8,1.2,0.5,2323.2266526315793,925.9946526315789,1393.6320000000005,0.0,3.5999999999999996,2323.2266526315793,116.13600000000004,875.4913684210526,18.947368421052634,18.240000000000002,2.0261570199409107e-15,0.4294710343548611,0.21640341155624898,0.42857142857142855,3.1071428567391584,2.412091690118692e-16,,,,,0.5,2
E7,conc0.50_res1,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,no_storage,Case 0: No Storage,ok,optimal,optimal,2528.085600000001,2528.0856000000126,0.0,1.5940000000409782,2528.085600000001,synthetic_hourly,24,1,0.0,0.0,0.0,2528.0856000000003,915.5735999999999,1612.5120000000006,0.0,0.0,2528.0856000000003,134.37600000000006,856.544,0.0,0.0,0.0,0.0,0.21569089276908338,1.0,0.0,0.0,,,,,0.5,1
E7,conc0.50_res1,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2283.8347631578954,2283.8347631578954,0.0,2.015999999945052,2283.8347631578954,synthetic_hourly,24,1,3.6,0.0,0.0,2283.8347631578954,927.7627631578947,1352.4720000000007,0.0,3.6,2283.8347631578954,112.70600000000005,879.0628421052631,22.73684210526316,21.888000000000005,0.0,0.0,0.21657609100767097,1.0,0.0,0.0,,,,,0.5,1
E7,conc0.50_res1,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2364.9184421052637,2364.9184421052637,0.0,2.3130000000819564,2364.9184421052637,synthetic_hourly,24,1,0.0,2.4,0.5,2364.9184421052637,923.9104421052631,1437.4080000000006,0.0,3.5999999999999996,2364.9184421052637,119.78400000000005,871.7018947368421,15.157894736842106,14.592000000000002,1.7208456881689926e-15,0.3791941588990309,0.21605985914214615,1.0,2.999999999625,1.0243129095634294e-16,,,,,0.5,1
E7,conc0.50_res1,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,hybrid,Case C: Hybrid,ok,optimal,optimal,2323.2266526315793,2323.2266526315793,0.0,2.937999999965541,2323.2266526315793,synthetic_hourly,24,1,1.8,1.2,0.5,2323.2266526315793,925.9946526315789,1393.6320000000005,0.0,3.5999999999999996,2323.2266526315793,116.13600000000004,875.4913684210526,18.947368421052634,18.240000000000002,1.249000902703301e-16,0.4112472987463876,0.2163631639712071,1.0,3.053571428182079,1.4869058363745362e-17,,,,,0.5,1
E7,conc0.65_res5,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,no_storage,Case 0: No Storage,ok,optimal,optimal,2339.04695,2339.046949999984,0.0,1.7189999999245629,2339.04695,synthetic_hourly,24,1,0.0,0.0,0.0,2339.04695,914.37095,1424.6760000000002,0.0,0.0,2339.04695,118.72300000000001,855.6189999999999,0.0,0.0,0.0,0.0,0.22559017785260382,0.14285714285714285,0.0,0.0,,,,,0.65,5
E7,conc0.65_res5,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2105.261713157895,2105.261713157895,0.0,1.952999999979511,2105.261713157895,synthetic_hourly,24,1,3.6,0.0,0.0,2105.261713157895,925.1217131578948,1176.5400000000002,0.0,3.6,2105.261713157895,98.045,877.1458421052631,22.73684210526316,21.888,0.0,0.0,0.22591395443830797,0.14285714285714285,0.0,0.0,,,,,0.65,5
E7,conc0.65_res5,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2175.8797921052633,2175.8797921052633,0.0,2.375,2175.8797921052633,synthetic_hourly,24,1,0.0,2.4,0.5,2175.8797921052633,922.7077921052631,1249.5720000000001,0.0,3.5999999999999996,2175.8797921052633,104.13100000000001,870.7768947368421,15.157894736842104,14.592,1.7208456881689926e-15,0.38407816783085513,0.22611331825696845,0.14285714285714285,2.999999999625,1.0243129095634294e-16,,,,,0.65,5
E7,conc0.65_res5,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,hybrid,Case C: Hybrid,ok,optimal,optimal,2135.4582226315792,2135.458222631579,0.0,3.5630000000819564,2135.4582226315792,synthetic_hourly,24,1,1.8,1.2,0.5,2135.458222631579,924.617422631579,1207.2408,0.0,3.5999999999999996,2135.458222631579,100.60340000000001,874.4459684210526,18.947368421052634,18.240000000000002,1.1102230246251565e-16,0.43391732698664925,0.2269306772267236,0.14285714285714285,3.053571428182079,1.3216940767773656e-17,,,,,0.65,5
E7,conc0.65_res4,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,no_storage,Case 0: No Storage,ok,optimal,optimal,2366.4786000000004,2366.4785999999845,0.0,1.922000000020489,2366.4786000000004,synthetic_hourly,24,1,0.0,0.0,0.0,2366.4786000000004,914.5265999999999,1451.9520000000002,0.0,0.0,2366.4786000000004,120.99600000000001,855.74,0.0,0.0,0.0,0.0,0.22515114508105402,0.14285714285714285,0.0,0.0,,,,,0.65,4
E7,conc0.65_res4,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2130.140263157895,2130.140263157895,0.0,2.2339999999385327,2130.140263157895,synthetic_hourly,24,1,3.6,0.0,0.0,2130.1402631578944,925.6282631578947,1200.912,0.0,3.6,2130.1402631578944,100.07600000000001,877.5088421052632,22.73684210526316,21.888,0.0,0.0,0.22569386899098565,0.14285714285714285,0.0,0.0,,,,,0.65,4
E7,conc0.65_res4,"Under a shared storage budget, when does mobile storage become preferable across spatial concentration and hotspot movement?",synthetic,synthetic_concentration_turnover_map,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2203.3114421052633,2203.3114421052633,0.0,2.625,2203.3114421052633,synthetic_hourly,24,1,0.0,2.4,0.5,2203.3114421052633,922.8634421052632,1276.8480000000002,0.0,3.5999999999999996,2203.3114421052633,106.40400000000001,870.8978947368421,15.157894736842106,14.592,6.661338147750939e-16,0.3847795053217162,0.22565501463305276,0.14285714285714285,2.999999999625,3.965082230568113e-17,,,,,0.65,4
