experiment_id,variant_id,question,track,source,case,case_label,solver_status,termination_condition,case_outcome,best_incumbent,best_bound,gap,elapsed_seconds,lp_relaxation_objective,timeline_mode,reconf_hours,delay_windows,fixed_total_mwh,mobile_total_mwh,c_reconf_yuan_per_mwh,C_total,C_grid,C_unserved,C_reconf,C_storage,C_total_with_storage,total_unmet_load,total_grid_purchase,total_charging_energy,total_discharging_energy,total_reconfiguration_volume,average_active_mobile_capacity_utilisation,SC_1,HT,R_delay,V_reconf_norm,B_reuse,L_friction,V_mob_net,note,concentration,residence_windows,reconf_hours_scan,delay_windows_scan,delay_hours,concentration_level,turnover_level,delay_windows_map,reconf_hours_map,concentration_map,turnover_map,robustness_case
E2,reconf_6,How sensitive is mobile value to the reconfiguration interval under a shared storage budget?,real,g2_representative_12x24,hybrid,Case C: Hybrid,ok,maxTimeLimit,feasible_with_gap,2309.37132083587,2265.6735754046076,0.018921922618942915,487.48400000005495,2312.905395707029,representative_12x24,6,1,9.0,6.0,0.5,2309.37132083587,2289.682505568341,0.0,1.688815267528758,18.0,2309.37132083587,0.0,2133.7971550753773,284.948042878088,262.8656086974744,3.3776309295922053,0.43284554529645786,0.06224782506906474,0.9574468085106383,4.812499995614583,0.011977414643901518,,,,Stopped before optimality proof; incumbent retained with gap=1.892192%.,,,6,,,,,,,,,
E2,reconf_12,How sensitive is mobile value to the reconfiguration interval under a shared storage budget?,real,g2_representative_12x24,no_storage,Case 0: No Storage,ok,optimal,optimal,2584.1787740315203,2584.1787740315017,0.0,13.921999999904074,2584.1787740315203,representative_12x24,12,1,0.0,0.0,0.0,2584.1787740315203,2584.1787740315203,0.0,0.0,0.0,2584.1787740315203,0.0,2111.7147208947636,0.0,0.0,0.0,0.0,0.04347826088739793,0.0,0.0,0.0,,,,,,,12,,,,,,,,,
E2,reconf_12,How sensitive is mobile value to the reconfiguration interval under a shared storage budget?,real,g2_representative_12x24,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2264.3077646661045,2264.3077646661045,0.0,15.422000000020489,2264.3077646661045,representative_12x24,12,1,18.0,0.0,0.0,2264.3077646661045,2246.3077646661045,0.0,0.0,18.0,2264.3077646661045,0.0,2135.5693454851307,314.8166624653036,290.96203787493647,0.0,0.0,0.048895815763840715,0.9130434782608695,0.0,0.0,,,,,,,12,,,,,,,,,
E2,reconf_12,How sensitive is mobile value to the reconfiguration interval under a shared storage budget?,real,g2_representative_12x24,mobile_only,Case B: Mobile Only,ok,maxTimeLimit,feasible_with_gap,2356.7645351719884,2321.1376834668026,0.015116848193146236,486.0779999999795,2374.2184144071744,representative_12x24,12,1,0.0,12.0,0.5,2356.7645351719884,2337.1612184902174,0.0,1.6033166817709616,18.0,2356.7645351719884,0.0,2131.565726942,250.36929279216574,230.51828674492955,3.206633363541996,0.381556491562166,0.05013551757518946,1.0,11.999999987999999,0.011618236824385427,,,,Stopped before optimality proof; incumbent retained with gap=1.511685%.,,,12,,,,,,,,,
E2,reconf_12,How sensitive is mobile value to the reconfiguration interval under a shared storage budget?,real,g2_representative_12x24,hybrid,Case C: Hybrid,ok,maxTimeLimit,feasible_with_gap,2307.661638218841,2280.277857123107,0.01186646284802391,486.76600000006147,2313.185204353418,representative_12x24,12,1,9.0,6.0,0.5,2307.661638218841,2288.9144983722827,0.0,0.747139846558288,18.0,2307.661638218841,0.0,2133.938435257573,286.3970703877893,264.1733560249799,1.4942796931168694,0.4168610522357437,0.048623122010590124,1.0,11.66666665511111,0.01082811371815972,,,,Stopped before optimality proof; incumbent retained with gap=1.186646%.,,,12,,,,,,,,,
E2,reconf_24,How sensitive is mobile value to the reconfiguration interval under a shared storage budget?,real,g2_representative_12x24,no_storage,Case 0: No Storage,ok,optimal,optimal,2584.1787740315203,2584.1787740315017,0.0,12.984000000054948,2584.1787740315203,representative_12x24,24,1,0.0,0.0,0.0,2584.1787740315203,2584.1787740315203,0.0,0.0,0.0,2584.1787740315203,0.0,2111.7147208947636,0.0,0.0,0.0,0.0,0.043478260888052636,0.0,0.0,0.0,,,,,,,24,,,,,,,,,
E2,reconf_24,How sensitive is mobile value to the reconfiguration interval under a shared storage budget?,real,g2_representative_12x24,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2264.3077646661045,2264.3077646661045,0.0,13.891000000061467,2264.3077646661045,representative_12x24,24,1,18.0,0.0,0.0,2264.3077646661045,2246.3077646661045,0.0,0.0,18.0,2264.3077646661045,0.0,2135.5693454851307,314.8166624653036,290.96203787493647,0.0,0.0,0.043928560639703886,0.45454545454545453,0.0,0.0,,,,,,,24,,,,,,,,,
E2,reconf_24,How sensitive is mobile value to the reconfiguration interval under a shared storage budget?,real,g2_representative_12x24,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2357.177986118237,2356.9452317254136,0.0,403.51600000006147,2357.177986118237,representative_12x24,24,1,0.0,12.0,0.5,2357.177986118237,2339.177986118237,0.0,0.0,18.0,2357.177986118237,0.0,2131.4698944218812,249.38639514992667,229.6312216228088,8.335018857766324e-14,0.3719157133846576,0.04505430806794711,0.18181818181818182,12.666666659444443,6.314408225532712e-16,,,,,,,24,,,,,,,,,
E2,reconf_24,How sensitive is mobile value to the reconfiguration interval under a shared storage budget?,real,g2_representative_12x24,hybrid,Case C: Hybrid,ok,maxTimeLimit,feasible_with_gap,2308.3451937519835,2307.313376907724,0.0004469941701320777,486.43700000003446,2308.345193751984,representative_12x24,24,1,9.0,6.0,0.5,2308.3451937519835,2290.3451937519835,0.0,-4.7052639562394916e-14,18.0,2308.3451937519835,0.0,2133.85887170368,285.58103393760535,263.436883128689,3.0863621407477813e-13,0.4187468683323849,0.04481228082053433,0.18181818181818182,14.9999999895,4.6763062737894215e-15,,,,Stopped before optimality proof; incumbent retained with gap=0.044699%.,,,24,,,,,,,,,
E2,reconf_48,How sensitive is mobile value to the reconfiguration interval under a shared storage budget?,real,g2_representative_12x24,no_storage,Case 0: No Storage,ok,optimal,optimal,2584.1787740315203,2584.1787740315017,0.0,12.359000000054948,2584.1787740315203,representative_12x24,48,1,0.0,0.0,0.0,2584.1787740315203,2584.1787740315203,0.0,0.0,0.0,2584.1787740315203,0.0,2111.7147208947636,0.0,0.0,0.0,0.0,0.04347826088831368,0.0,0.0,0.0,,,,,,,48,,,,,,,,,
E2,reconf_48,How sensitive is mobile value to the reconfiguration interval under a shared storage budget?,real,g2_representative_12x24,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2264.3077646661045,2264.3077646661045,0.0,13.781000000075437,2264.3077646661045,representative_12x24,48,1,18.0,0.0,0.0,2264.3077646661045,2246.3077646661045,0.0,0.0,18.0,2264.3077646661045,0.0,2135.5693454851307,314.8166624653036,290.96203787493647,0.0,0.0,0.0439068846678881,0.6,0.0,0.0,,,,,,,48,,,,,,,,,
E2,reconf_48,How sensitive is mobile value to the reconfiguration interval under a shared storage budget?,real,g2_representative_12x24,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2358.2702056500457,2358.0350436319764,0.0,187.90599999995902,2358.27020565005,representative_12x24,48,1,0.0,12.0,0.5,2358.2702056500457,2340.2702056500457,0.0,5.762048695251761e-14,18.0,2358.2702056500457,0.0,2131.2524042920654,247.1557271518666,227.61804375454992,2.373377510381868e-13,0.3589222209990695,0.04490435745294277,0.4,14.666666661777777,3.955629183903853e-15,,,,,,,48,,,,,,,,,
E2,reconf_48,How sensitive is mobile value to the reconfiguration interval under a shared storage budget?,real,g2_representative_12x24,hybrid,Case C: Hybrid,ok,optimal,optimal,2309.023048076278,2308.804262822202,0.0,63.20299999997951,2309.023048076278,representative_12x24,48,1,9.0,6.0,0.5,2309.023048076278,2291.023048076275,0.0,3.3475184984176776e-12,18.0,2309.023048076278,0.0,2133.7419133945377,284.38146153689604,262.35426903709254,4.563561765902544e-11,0.3945279666436737,0.044913754271583096,0.2,17.333333326888887,1.5211872552501417e-12,,,,,,,48,,,,,,,,,
E2,reconf_168,How sensitive is mobile value to the reconfiguration interval under a shared storage budget?,real,g2_representative_12x24,no_storage,Case 0: No Storage,ok,optimal,optimal,2584.1787740315203,2584.1787740315017,0.0,12.438000000081956,2584.1787740315203,representative_12x24,168,1,0.0,0.0,0.0,2584.1787740315203,2584.1787740315203,0.0,0.0,0.0,2584.1787740315203,0.0,2111.7147208947636,0.0,0.0,0.0,0.0,0.04347826088848522,0.0,0.0,0.0,,,,,,,168,,,,,,,,,
E2,reconf_168,How sensitive is mobile value to the reconfiguration interval under a shared storage budget?,real,g2_representative_12x24,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2264.3077646661045,2264.3077646661045,0.0,13.625,2264.3077646661045,representative_12x24,168,1,18.0,0.0,0.0,2264.3077646661045,2246.3077646661045,0.0,0.0,18.0,2264.3077646661045,0.0,2135.5693454851307,314.8166624653036,290.96203787493647,0.0,0.0,0.043820197972992136,0.0,0.0,0.0,,,,,,,168,,,,,,,,,
E2,reconf_168,How sensitive is mobile value to the reconfiguration interval under a shared storage budget?,real,g2_representative_12x24,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2367.35043875844,2367.2314556949023,0.0,22.21799999999348,2367.35043875844,representative_12x24,168,1,0.0,12.0,0.5,2367.35043875844,2349.35043875844,0.0,0.0,18.0,2367.35043875844,0.0,2129.532642590278,229.51714559501926,211.6992238995049,5.551115123125783e-17,0.33864851080876246,0.04420503737111407,1.0,19.938461535155504,4.625929268885991e-18,,,,,,,168,,,,,,,,,
E2,reconf_168,How sensitive is mobile value to the reconfiguration interval under a shared storage budget?,real,g2_representative_12x24,hybrid,Case C: Hybrid,ok,optimal,optimal,2314.2865505631253,2314.188198096147,0.0,28.671999999904074,2314.2865505631253,representative_12x24,168,1,9.0,6.0,0.5,2314.2865505631253,2296.2865505631253,0.0,0.0,18.0,2314.2865505631253,0.0,2132.7926919324445,274.6458567967269,253.56788575904605,0.0,0.3666692507803056,0.044017191660728594,1.0,41.538461520035504,0.0,,,,,,,168,,,,,,,,,
E3,delay_0,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,no_storage,Case 0: No Storage,ok,optimal,optimal,2584.1787740315203,2584.1787740315017,0.0,14.14000000001397,2584.1787740315203,representative_12x24,24,0,0.0,0.0,0.0,2584.1787740315203,2584.1787740315203,0.0,0.0,0.0,2584.1787740315203,0.0,2111.7147208947636,0.0,0.0,0.0,0.0,0.043478260888052636,0.0,0.0,0.0,,,,,,,,0,0,,,,,,,
E3,delay_0,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2264.3077646661045,2264.3077646661045,0.0,15.983999999938533,2264.3077646661045,representative_12x24,24,0,18.0,0.0,0.0,2264.3077646661045,2246.3077646661045,0.0,0.0,18.0,2264.3077646661045,0.0,2135.5693454851307,314.8166624653036,290.96203787493647,0.0,0.0,0.043928560639703886,0.45454545454545453,0.0,0.0,,,,,,,,0,0,,,,,,,
E3,delay_0,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2356.3897800110985,2356.1558517558237,0.0,249.9529999999795,2356.389780011251,representative_12x24,24,0,0.0,12.0,0.5,2356.3897800110985,2338.389780011116,0.0,-1.747494107541886e-11,18.0,2356.3897800110985,0.0,2131.594033983861,250.65962142675644,230.7803083375247,4.5270601473143e-10,0.3965128866052947,0.0448703170863272,0.09090909090909091,0.0,3.4295910206666697e-12,,,,,,,,0,0,,,,,,,
E3,delay_0,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,hybrid,Case C: Hybrid,ok,maxTimeLimit,feasible_with_gap,2307.877286546477,2306.850035896113,0.00044510626988382,485.094000000041,2307.877286555223,representative_12x24,24,0,9.0,6.0,0.5,2307.877286546477,2289.877286547586,0.0,-1.1090606870314687e-09,18.0,2307.877286546477,0.0,2133.9314533063716,286.32546068298836,264.10872826639684,4.485248200625236e-09,0.4339279267813864,0.04474847757859771,0.09090909090909091,0.0,6.795830606904966e-11,,,,Stopped before optimality proof; incumbent retained with gap=0.044511%.,,,,0,0,,,,,,,
E3,delay_1,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,no_storage,Case 0: No Storage,ok,optimal,optimal,2584.1787740315203,2584.1787740315017,0.0,12.78200000000652,2584.1787740315203,representative_12x24,24,1,0.0,0.0,0.0,2584.1787740315203,2584.1787740315203,0.0,0.0,0.0,2584.1787740315203,0.0,2111.7147208947636,0.0,0.0,0.0,0.0,0.043478260888052636,0.0,0.0,0.0,,,,,,,,1,24,,,,,,,
E3,delay_1,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2264.3077646661045,2264.3077646661045,0.0,14.233999999938533,2264.3077646661045,representative_12x24,24,1,18.0,0.0,0.0,2264.3077646661045,2246.3077646661045,0.0,0.0,18.0,2264.3077646661045,0.0,2135.5693454851307,314.8166624653036,290.96203787493647,0.0,0.0,0.043928560639703886,0.45454545454545453,0.0,0.0,,,,,,,,1,24,,,,,,,
E3,delay_1,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2357.177986118237,2356.9452317254136,0.0,425.25,2357.177986118237,representative_12x24,24,1,0.0,12.0,0.5,2357.177986118237,2339.177986118237,0.0,0.0,18.0,2357.177986118237,0.0,2131.4698944218812,249.38639514992667,229.6312216228088,8.335018857766324e-14,0.3719157133846576,0.04505430806794711,0.18181818181818182,12.666666659444443,6.314408225532712e-16,,,,,,,,1,24,,,,,,,
E3,delay_1,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,hybrid,Case C: Hybrid,ok,maxTimeLimit,feasible_with_gap,2308.3451937519835,2307.313376907724,0.0004469941701320777,486.405999999959,2308.345193751984,representative_12x24,24,1,9.0,6.0,0.5,2308.3451937519835,2290.3451937519835,0.0,-4.7052639562394916e-14,18.0,2308.3451937519835,0.0,2133.85887170368,285.58103393760535,263.436883128689,3.0863621407477813e-13,0.4187468683323849,0.04481228082053433,0.18181818181818182,14.9999999895,4.6763062737894215e-15,,,,Stopped before optimality proof; incumbent retained with gap=0.044699%.,,,,1,24,,,,,,,
E3,delay_2,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,no_storage,Case 0: No Storage,ok,optimal,optimal,2584.1787740315203,2584.1787740315017,0.0,12.46799999999348,2584.1787740315203,representative_12x24,24,2,0.0,0.0,0.0,2584.1787740315203,2584.1787740315203,0.0,0.0,0.0,2584.1787740315203,0.0,2111.7147208947636,0.0,0.0,0.0,0.0,0.043478260888052636,0.0,0.0,0.0,,,,,,,,2,48,,,,,,,
E3,delay_2,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2264.3077646661045,2264.3077646661045,0.0,14.359000000054948,2264.3077646661045,representative_12x24,24,2,18.0,0.0,0.0,2264.3077646661045,2246.3077646661045,0.0,0.0,18.0,2264.3077646661045,0.0,2135.5693454851307,314.8166624653036,290.96203787493647,0.0,0.0,0.043928560639703886,0.45454545454545453,0.0,0.0,,,,,,,,2,48,,,,,,,
E3,delay_2,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2358.2702056492244,2358.035744101749,0.0,241.579000000027,2358.270205650053,representative_12x24,24,2,0.0,12.0,0.5,2358.2702056492244,2340.27020564922,0.0,4.4401999048501884e-12,18.0,2358.2702056492244,0.0,2131.252404291221,247.1557271518581,227.618043754552,2.326312503742045e-09,0.36790921077777755,0.045308084190708545,0.18181818181818182,23.333333321888887,1.762357957366986e-11,,,,,,,,2,48,,,,,,,
E3,delay_2,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,hybrid,Case C: Hybrid,ok,optimal,optimal,2309.023048076316,2308.796716382142,0.0,343.625,2309.0230480763685,representative_12x24,24,2,9.0,6.0,0.5,2309.023048076316,2291.0230480763325,0.0,-1.6156349394692523e-11,18.0,2309.023048076316,0.0,2133.7419133944745,284.38146153660705,262.35426903705263,1.0057427832499348e-10,0.42537440541409294,0.044992537274142624,0.18181818181818182,31.333333309888886,1.523852701870752e-12,,,,,,,,2,48,,,,,,,
E3,delay_3,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,no_storage,Case 0: No Storage,ok,optimal,optimal,2584.1787740315203,2584.1787740315017,0.0,12.718999999924563,2584.1787740315203,representative_12x24,24,3,0.0,0.0,0.0,2584.1787740315203,2584.1787740315203,0.0,0.0,0.0,2584.1787740315203,0.0,2111.7147208947636,0.0,0.0,0.0,0.0,0.043478260888052636,0.0,0.0,0.0,,,,,,,,3,72,,,,,,,
E3,delay_3,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2264.3077646661045,2264.3077646661045,0.0,14.187000000034459,2264.3077646661045,representative_12x24,24,3,18.0,0.0,0.0,2264.3077646661045,2246.3077646661045,0.0,0.0,18.0,2264.3077646661045,0.0,2135.5693454851307,314.8166624653036,290.96203787493647,0.0,0.0,0.043928560639703886,0.45454545454545453,0.0,0.0,,,,,,,,3,72,,,,,,,
E3,delay_3,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2359.842046474739,2359.6129655445084,0.0,178.71900000004098,2359.842046474768,representative_12x24,24,3,0.0,12.0,0.5,2359.842046474739,2341.842046474725,0.0,1.407618106109017e-11,18.0,2359.842046474739,0.0,2130.907254008644,243.61572424578532,224.42319113192414,8.320062007993933e-11,0.36150702708490334,0.044834725790252807,0.2727272727272727,37.999999978333335,6.303077278735532e-13,,,,,,,,3,72,,,,,,,
E3,delay_3,How much deployment delay kills the mobile advantage under a shared storage budget?,real,g2_representative_12x24,hybrid,Case C: Hybrid,ok,optimal,optimal,2309.967389259629,2309.7382352439863,0.0,243.06299999996554,2309.9673892604014,representative_12x24,24,3,9.0,6.0,0.5,2309.967389259629,2291.967389259629,0.0,1.5165175035232726e-13,18.0,2309.967389259629,0.0,2133.5455463878934,282.36744096430255,260.5366154704798,8.605110084759866e-12,0.411662182567014,0.04469928172036802,0.2727272727272727,47.999999964,1.3038045582771946e-13,,,,,,,,3,72,,,,,,,
E4,conc_0.35,"Under a shared storage budget, does mobile help more when stress is localized or distributed?",synthetic,synthetic_concentration_scan,no_storage,Case 0: No Storage,ok,optimal,optimal,2612.0628,2612.0627999999965,0.0,1.4530000000959262,2612.0628,synthetic_hourly,24,1,0.0,0.0,0.0,2612.0628000000006,915.7428,1696.3200000000004,0.0,0.0,2612.0628000000006,141.36000000000004,856.688,0.0,0.0,0.0,0.0,0.20736136571790362,1.0,0.0,0.0,,,,,0.35,,,,,0.35,,,,,,
E4,conc_0.35,"Under a shared storage budget, does mobile help more when stress is localized or distributed?",synthetic,synthetic_concentration_scan,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2365.512063157895,2365.512063157895,0.0,1.7969999999040738,2365.512063157895,synthetic_hourly,24,1,3.6,0.0,0.0,2365.5120631578948,928.2480631578948,1433.6640000000002,0.0,3.6,2365.5120631578948,119.47200000000002,879.4248421052631,22.73684210526316,21.888000000000005,0.0,0.0,0.2084781106016805,0.42857142857142855,0.0,0.0,,,,,0.35,,,,,0.35,,,,,,
E4,conc_0.35,"Under a shared storage budget, does mobile help more when stress is localized or distributed?",synthetic,synthetic_concentration_scan,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2448.8956421052635,2448.8956421052635,0.0,1.875,2448.8956421052635,synthetic_hourly,24,1,0.0,2.4,0.5,2448.8956421052635,924.0796421052631,1521.2160000000003,0.0,3.5999999999999996,2448.8956421052635,126.76800000000003,871.8458947368421,15.157894736842104,14.592,4.996003610813204e-16,0.38239807771298595,0.20765270225208352,1.0,2.4666666664125927,2.9738116729260854e-17,,,,,0.35,,,,,0.35,,,,,,
E4,conc_0.35,"Under a shared storage budget, does mobile help more when stress is localized or distributed?",synthetic,synthetic_concentration_scan,hybrid,Case C: Hybrid,ok,optimal,optimal,2407.2038526315796,2407.203852631579,0.0,2.187000000034459,2407.2038526315796,synthetic_hourly,24,1,1.8,1.2,0.5,2407.2038526315796,926.163852631579,1477.4400000000005,0.0,3.5999999999999996,2407.2038526315796,123.12000000000003,875.6353684210526,18.947368421052627,18.239999999999995,9.409140133698202e-15,0.41052849163747246,0.20793977629412658,0.7142857142857143,2.928571428211593,1.1201357300688173e-15,,,,,0.35,,,,,0.35,,,,,,
E4,conc_0.50,"Under a shared storage budget, does mobile help more when stress is localized or distributed?",synthetic,synthetic_concentration_scan,no_storage,Case 0: No Storage,ok,optimal,optimal,2528.085600000001,2528.0856000000126,0.0,1.7189999999245629,2528.085600000001,synthetic_hourly,24,1,0.0,0.0,0.0,2528.0856000000003,915.5735999999999,1612.5120000000006,0.0,0.0,2528.0856000000003,134.37600000000006,856.544,0.0,0.0,0.0,0.0,0.21569089276908338,1.0,0.0,0.0,,,,,0.5,,,,,0.5,,,,,,
